temp,location,clouds,pressure,rain,time_stamp,humidity,wind,location_encoded
38.46,North End,1.0,1020.7,0.008186841289827385,1543733574,0.83,2.8,6
38.38,North Station,1.0,1020.71,0.007447493033367891,1543733574,0.83,2.75,7
38.3,Northeastern University,1.0,1020.69,0.00736256074492303,1543733574,0.83,2.75,8
38.43,South Station,1.0,1020.7,0.009515086724604771,1543733574,0.83,2.86,9
38.35,Theatre District,1.0,1020.7,0.008890320378114325,1543733574,0.83,2.82,10
38.33,West End,1.0,1020.7,0.007915695054890648,1543733574,0.83,2.75,11
46.38,Back Bay,1.0,1010.16,0.04693282624502615,1543769574,0.94,6.96,0
46.35,Beacon Hill,1.0,1010.17,0.048309623186526096,1543769574,0.94,7.04,1
46.41,Boston University,1.0,1010.16,0.044497739232838285,1543769574,0.94,6.78,2
46.23,Fenway,1.0,1010.15,0.04472598820993312,1543769574,0.94,6.81,3
46.17,Financial District,1.0,1010.16,0.0002,1543769574,0.95,7.16,4
46.37,Haymarket Square,1.0,1010.17,0.0003,1543769574,0.94,7.13,5
46.4,North End,1.0,1010.17,0.0021,1543769574,0.94,7.17,6
46.33,North Station,1.0,1010.17,0.0003,1543769574,0.94,7.1,7
46.24,Northeastern University,1.0,1010.15,0.04713818041781792,1543769574,0.95,6.89,8
46.15,South Station,1.0,1010.16,0.05119486312173649,1543769574,0.95,7.15,9
46.28,Theatre District,1.0,1010.16,0.050510603749515326,1543769574,0.95,7.08,10
46.29,West End,1.0,1010.17,0.050173841865600366,1543769574,0.94,7.07,11
30.49,Back Bay,0.28,1033.84,-0.03599302293451956,1544795101,0.79,3.33,0
30.3,Boston University,0.29,1033.82,-0.03715170400406009,1544795101,0.79,3.23,2
30.55,Haymarket Square,0.27,1033.84,-0.03535012793473413,1544795101,0.79,3.35,5
30.56,North End,0.27,1033.84,-0.035023999115381343,1544795101,0.79,3.36,6
30.51,North Station,0.27,1033.84,-0.035590692271682656,1544795101,0.79,3.32,7
30.3,Northeastern University,0.29,1033.83,-0.03464898378311432,1544795101,0.79,3.33,8
32.58,South Station,0.27,1033.85,-0.03219984297236067,1544795101,0.73,3.41,9
30.44,Theatre District,0.27,1033.84,-0.034339877757162185,1544795101,0.79,3.38,10
45.61,Back Bay,0.91,1021.87,0.026747624733260977,1544859901,0.91,6.32,0
45.53,Beacon Hill,0.91,1021.87,0.02783154469626936,1544859901,0.91,6.39,1
45.71,Boston University,0.91,1021.87,0.025535387664874065,1544859901,0.91,6.21,2
45.46,Fenway,0.92,1021.88,0.026333043855686356,1544859901,0.92,6.22,3
46.31,Financial District,0.91,1021.87,0.030097154037022733,1544859901,0.89,6.46,4
45.51,Haymarket Square,0.91,1021.86,0.029993474534620645,1544859901,0.92,6.47,5
45.55,North End,0.91,1021.86,0.030140037988971358,1544859901,0.91,6.49,6
45.47,North Station,0.91,1021.86,0.029908245316732973,1544859901,0.92,6.45,7
45.4,Northeastern University,0.92,1021.88,0.02759541780264385,1544859901,0.92,6.26,8
46.27,South Station,0.92,1021.87,0.03100733419971391,1544859901,0.89,6.44,9
45.35,Theatre District,0.91,1021.87,0.029394338080479088,1544859901,0.92,6.4,10
45.4,West End,0.91,1021.86,0.03006781484910448,1544859901,0.92,6.43,11
33.48,Back Bay,0.13,991.18,-0.11156570927711584,1543399331,0.83,5.55,0
33.45,Beacon Hill,0.13,991.18,-0.11147234649708082,1543399331,0.83,5.55,1
33.6,Boston University,0.14,991.19,-0.11208434452349536,1543399331,0.82,5.47,2
33.23,Fenway,0.14,991.19,-0.11124185674106002,1543399331,0.84,5.51,3
33.58,Financial District,0.13,991.17,-0.11026810426453437,1543399331,0.82,5.61,4
33.25,Haymarket Square,0.13,991.17,-0.11082850506939224,1543399331,0.83,5.58,5
33.28,North End,0.13,991.17,-0.1104636607899181,1543399331,0.83,5.59,6
33.2,North Station,0.13,991.17,-0.11054011834310984,1543399331,0.84,5.56,7
33.12,Northeastern University,0.13,991.19,-0.11061737291431939,1543399331,0.84,5.55,8
33.58,South Station,0.13,991.18,-0.10931483608523251,1543399331,0.82,5.62,9
33.1,Theatre District,0.13,991.18,-0.10977262916686925,1543399331,0.84,5.59,10
33.14,West End,0.13,991.17,-0.11020585596163812,1543399331,0.84,5.55,11
45.26,Beacon Hill,1.0,1011.87,0.05884573797749226,1543257308,0.87,6.06,1
45.44,Boston University,1.0,1011.84,0.06139804512832825,1543257308,0.87,6.2,2
45.45,Fenway,1.0,1011.84,0.06141350370958776,1543257308,0.87,6.19,3
45.69,Financial District,1.0,1011.88,0.05884819710161082,1543257308,0.86,6.0,4
45.25,Haymarket Square,1.0,1011.88,0.05854086662316149,1543257308,0.87,6.0,5
45.25,North End,1.0,1011.89,0.0585777206834166,1543257308,0.87,5.99,6
45.7,South Station,1.0,1011.88,0.05978006980188866,1543257308,0.86,6.01,9
45.28,Theatre District,1.0,1011.87,0.06009204205068386,1543257308,0.87,6.05,10
45.25,West End,1.0,1011.88,0.06007082292074983,1543257308,0.87,6.04,11
41.2,Back Bay,0.43,1009.25,0.0486995222237141,1543526300,0.58,10.13,0
41.17,Beacon Hill,0.43,1009.24,0.04983947762799801,1543526300,0.58,10.2,1
41.12,Boston University,0.44,1009.26,0.04741003045496939,1543526300,0.58,10.0,2
41.02,Fenway,0.44,1009.27,0.04771931257171502,1543526300,0.58,10.02,3
41.6,Financial District,0.42,1009.24,0.05143477373981398,1543526300,0.57,10.28,4
41.06,Haymarket Square,0.42,1009.23,0.0507377776325626,1543526300,0.58,10.27,5
41.09,North End,0.42,1009.23,0.05141329215014423,1543526300,0.58,10.3,6
41.0,North Station,0.42,1009.24,0.050654586163616955,1543526300,0.58,10.25,7
40.9,Northeastern University,0.43,1009.26,0.04883199425260898,1543526300,0.59,10.07,8
41.55,South Station,0.42,1009.24,0.051939829821606054,1543526300,0.57,10.27,9
40.88,Theatre District,0.42,1009.24,0.05080356963063082,1543526300,0.59,10.22,10
40.94,West End,0.42,1009.24,0.051226487100308304,1543526300,0.59,10.23,11
46.88,Back Bay,0.86,1001.89,-0.06372301492825727,1543812774,0.94,2.56,0
46.86,Beacon Hill,0.86,1001.89,-0.06252294858482799,1543812774,0.94,2.63,1
46.85,Boston University,0.86,1001.89,-0.06518690248751113,1543812774,0.94,2.45,2
46.7,Fenway,0.86,1001.89,-0.06517049734922864,1543812774,0.94,2.46,3
46.84,Financial District,0.86,1001.89,-0.06117534541998282,1543812774,0.94,2.69,4
46.86,Haymarket Square,0.86,1001.89,-0.0609851939896231,1543812774,0.94,2.69,5
46.89,North End,0.86,1001.89,-0.060309679472041466,1543812774,0.94,2.72,6
46.79,North Station,0.86,1001.89,-0.060973161278667476,1543812774,0.94,2.68,7
46.71,Northeastern University,0.86,1001.89,-0.06337964561754461,1543812774,0.95,2.5,8
46.81,South Station,0.86,1001.89,-0.06063157387806939,1543812774,0.94,2.68,9
46.74,Theatre District,0.86,1001.89,-0.06123698249447784,1543812774,0.94,2.64,10
46.74,West End,0.86,1001.89,-0.060930211405192836,1543812774,0.94,2.65,11
40.62,Fenway,0.83,994.1,-0.0005175741342640094,1543442528,0.63,9.21,3
45.23,Back Bay,1.0,1022.36,0.02978330986532285,1544856301,0.91,6.11,0
45.31,Boston University,1.0,1022.37,0.028728445664938818,1544856301,0.91,6.01,2
45.08,Fenway,1.0,1022.37,0.02882762751788448,1544856301,0.92,6.01,3
45.82,Financial District,1.0,1022.35,0.032723815810257406,1544856301,0.89,6.24,4
45.18,Haymarket Square,1.0,1022.35,0.032888309761858636,1544856301,0.91,6.27,5
45.21,North End,1.0,1022.35,0.03340848916037942,1544856301,0.91,6.29,6
45.14,North Station,1.0,1022.35,0.03295841566300339,1544856301,0.91,6.26,7
45.04,Northeastern University,1.0,1022.37,0.0299733818059309,1544856301,0.92,6.04,8
45.78,South Station,1.0,1022.36,0.03313364771213401,1544856301,0.89,6.22,9
40.59,North Station,0.37,1009.55,0.047611907242156803,1543527153,0.6,10.15,7
40.5,Theatre District,0.89,1013.83,-0.007847508764655231,1543210586,0.93,1.85,10
38.34,Back Bay,0.09,1011.72,0.007080565676275796,1543539174,0.64,8.23,0
38.33,Beacon Hill,0.09,1011.71,0.007793231183555349,1543539174,0.64,8.27,1
38.33,Boston University,0.09,1011.73,0.0066281575005291415,1543539174,0.64,8.18,2
38.17,Fenway,0.08,1011.59,0.0006981698213195386,1543539174,0.64,7.88,3
36.66,Financial District,0.09,1011.49,0.0019620794132748642,1543539174,0.68,8.03,4
38.31,Haymarket Square,0.09,1011.71,0.008981600080559815,1543539174,0.64,8.31,5
38.36,North End,0.09,1011.57,0.004154561321669803,1543539174,0.64,8.02,6
38.23,North Station,0.09,1011.49,0.0040389913665137556,1543539174,0.64,8.04,7
38.15,Northeastern University,0.08,1011.5,0.0016711958068640342,1543539174,0.64,7.92,8
36.63,South Station,0.09,1011.71,0.007441134650122194,1543539174,0.68,8.28,9
38.17,Theatre District,0.09,1011.71,0.008846431234616148,1543539174,0.64,8.27,10
38.2,West End,0.09,1011.71,0.009366610633122718,1543539174,0.64,8.29,11
44.31,Back Bay,1.0,994.57,0.014,1543308320,0.93,11.08,0
44.29,Beacon Hill,1.0,994.59,0.011,1543308320,0.93,11.19,1
44.3,Boston University,1.0,994.58,0.0203,1543308320,0.93,10.94,2
44.18,Fenway,1.0,994.56,0.0187,1543308320,0.94,10.92,3
43.68,Financial District,1.0,993.89,0.0093,1543308320,0.93,8.8,4
44.28,Haymarket Square,1.0,994.6,0.009,1543308320,0.93,11.29,5
44.31,North End,1.0,994.6,0.008,1543308320,0.93,11.33,6
44.23,North Station,1.0,994.6,0.0097,1543308320,0.93,11.28,7
44.18,Northeastern University,1.0,994.56,0.017,1543308320,0.94,10.97,8
43.69,South Station,1.0,993.88,0.0093,1543308320,0.93,8.78,9
44.2,Theatre District,1.0,994.57,0.011,1543308320,0.94,11.19,10
44.2,West End,1.0,994.6,0.0107,1543308320,0.93,11.24,11
40.47,Beacon Hill,1.0,1014.18,-0.012572575578786882,1543212975,0.91,1.22,1
40.51,Financial District,1.0,1014.18,-0.010715852359297173,1543212975,0.92,1.28,4
40.51,Haymarket Square,1.0,1014.19,-0.011227307092326555,1543212975,0.91,1.26,5
40.33,Northeastern University,1.0,1014.17,-0.012363322257201048,1543212975,0.92,1.16,8
40.42,Theatre District,1.0,1014.18,-0.010602796584677776,1543212975,0.92,1.24,10
40.42,West End,1.0,1014.18,-0.010606695733486049,1543212975,0.92,1.23,11
30.53,Back Bay,0.0,1015.05,-0.08344092689273452,1543564374,0.83,2.41,0
30.51,Beacon Hill,0.0,1015.05,-0.08270686590644516,1543564374,0.83,2.45,1
30.47,Boston University,0.0,1015.05,-0.08434154716600517,1543564374,0.83,2.34,2
30.39,Fenway,0.0,1015.06,-0.08414888470817061,1543564374,0.83,2.35,3
30.53,Financial District,0.0,1015.05,-0.08159250205942215,1543564374,0.83,2.49,4
30.54,Haymarket Square,0.0,1015.05,-0.08157704347816264,1543564374,0.83,2.48,5
30.57,North End,0.0,1015.05,-0.08105686407965607,1543564374,0.83,2.5,6
30.5,North Station,0.0,1015.05,-0.08150693757701788,1543564374,0.83,2.47,7
30.43,Northeastern University,0.0,1015.05,-0.0827336866696271,1543564374,0.83,2.39,8
30.52,South Station,0.0,1015.05,-0.08085467993832651,1543564374,0.83,2.49,9
30.46,Theatre District,0.0,1015.05,-0.08128539570563476,1543564374,0.83,2.46,10
30.45,West End,0.0,1015.05,-0.08115331746546417,1543564374,0.83,2.46,11
40.68,Back Bay,0.93,1013.74,0.010347630401781771,1543208578,0.92,3.0,0
40.71,North End,0.94,1013.75,0.011740838973295809,1543208578,0.92,2.99,6
40.63,North Station,0.94,1013.75,0.010805402388697871,1543208578,0.92,2.93,7
40.56,Theatre District,0.94,1013.74,0.01356881488462136,1543208578,0.92,3.09,10
48.1,Back Bay,0.89,1022.33,-0.0075134760395059175,1544888701,0.87,3.94,0
47.84,Boston University,0.89,1022.34,-0.008605162585965331,1544888701,0.87,3.88,2
48.27,Fenway,0.89,1022.19,-0.008780951152331795,1544888701,0.86,3.87,3
48.3,Haymarket Square,0.89,1022.33,-0.005674769427912452,1544888701,0.86,4.01,5
48.21,North End,0.88,1022.19,-0.00696453454429502,1544888701,0.86,4.0,6
48.39,North Station,0.88,1022.16,-0.007208259536284345,1544888701,0.86,3.96,7
48.38,Northeastern University,0.89,1022.2,-0.00730407770420527,1544888701,0.86,3.9,8
48.15,Theatre District,0.96,1022.45,-0.00023683457057188662,1544888701,0.85,4.08,10
38.51,Haymarket Square,0.57,997.65,0.011411471922230021,1543456418,0.7,10.06,5
38.4,Northeastern University,0.57,997.69,0.009796501090903575,1543456418,0.7,9.93,8
38.45,South Station,0.57,997.66,0.012718498227073383,1543456418,0.7,10.11,9
40.67,Haymarket Square,0.9,1013.83,-0.008438103398290764,1543210585,0.92,1.83,5
40.6,North Station,0.9,1013.83,-0.00818843213214393,1543210585,0.93,1.81,7
40.42,Northeastern University,0.88,1013.82,-0.00935305633289829,1543210585,0.93,1.82,8
37.28,Beacon Hill,0.91,1002.89,-0.05898635149992515,1545061502,0.87,7.51,1
37.08,Boston University,0.9,1002.82,-0.06074281622352373,1545061502,0.88,7.44,2
37.48,South Station,0.88,1002.91,-0.05644414522342345,1545061502,0.87,7.67,9
37.31,West End,0.88,1002.91,-0.05755770052742548,1545061502,0.87,7.6,11
42.29,Back Bay,0.84,1020.07,0.050459823217352096,1544975101,0.72,9.8,0
41.58,Beacon Hill,0.86,1020.15,0.048251302249909145,1544975101,0.75,9.57,1
41.22,Boston University,0.87,1020.12,0.04556630819271845,1544975101,0.76,9.38,2
41.8,Fenway,0.87,1020.11,0.04796011681398227,1544975101,0.75,9.48,3
42.33,Financial District,0.86,1020.16,0.051431602323802394,1544975101,0.73,9.7,4
41.86,Haymarket Square,0.86,1020.17,0.0501019094670454,1544975101,0.75,9.61,5
42.49,North End,0.83,1020.11,0.05238254740370962,1544975101,0.71,9.89,6
41.93,North Station,0.86,1020.17,0.049370636248511346,1544975101,0.74,9.56,7
42.69,Northeastern University,0.84,1020.05,0.05212647520855285,1544975101,0.71,9.81,8
42.91,South Station,0.86,1020.11,0.05503554583164316,1544975101,0.7,9.9,9
42.67,Theatre District,0.84,1020.08,0.0540662425065932,1544975101,0.71,9.91,10
42.52,West End,0.84,1020.1,0.052455467753503626,1544975101,0.71,9.81,11
45.81,Beacon Hill,0.97,1021.2,0.024529114585220668,1544863502,0.91,6.12,1
42.03,Back Bay,0.78,990.84,0.012877519075658483,1543346120,0.74,10.39,0
41.98,Beacon Hill,0.78,990.83,0.012425407829326218,1543346120,0.74,10.36,1
41.99,Boston University,0.78,990.83,0.013372877124865568,1543346120,0.74,10.41,2
41.83,Fenway,0.79,990.84,0.014344752886287893,1543346120,0.75,10.42,3
42.24,Financial District,0.78,990.83,0.01322768160272858,1543346120,0.74,10.35,4
41.99,Haymarket Square,0.78,990.83,0.012739839202239978,1543346120,0.74,10.34,5
42.03,North End,0.78,990.83,0.012968706092749471,1543346120,0.74,10.34,6
41.93,North Station,0.78,990.83,0.013319538436562084,1543346120,0.75,10.34,7
41.81,Northeastern University,0.79,990.84,0.014907882158269103,1543346120,0.75,10.41,8
42.19,South Station,0.78,990.84,0.01392882601264489,1543346120,0.74,10.35,9
41.84,Theatre District,0.78,990.84,0.013951050223838024,1543346120,0.75,10.36,10
41.88,West End,0.78,990.83,0.013983828786209074,1543346120,0.75,10.35,11
26.81,South Station,0.22,1034.04,-0.04569593184528742,1544784302,0.81,3.15,9
39.56,Back Bay,0.28,991.77,-0.05385441015256731,1543417583,0.65,8.34,0
39.63,North Station,0.27,991.75,-0.053902802614672396,1543417583,0.65,8.3,7
40.67,Financial District,0.94,1013.76,0.010334015494123605,1543208144,0.92,2.92,4
40.56,Northeastern University,0.94,1013.75,0.010064730659067322,1543208144,0.92,2.88,8
36.74,Financial District,0.58,997.47,0.017218193394427317,1543454825,0.76,10.52,4
43.19,Back Bay,0.39,1007.39,0.05786676467002394,1543517574,0.53,11.2,0
43.11,Beacon Hill,0.38,1007.39,0.058647221718374,1543517574,0.54,11.26,1
43.11,Boston University,0.4,1007.4,0.05688794313940093,1543517574,0.53,11.09,2
43.1,Fenway,0.4,1007.4,0.05702002137957152,1543517574,0.53,11.09,3
43.34,Financial District,0.37,1007.39,0.05954469299076948,1543517574,0.53,11.32,4
43.18,Haymarket Square,0.37,1007.39,0.05938640527993755,1543517574,0.53,11.32,5
43.2,North End,0.37,1007.39,0.05988722694839055,1543517574,0.53,11.34,6
43.15,North Station,0.37,1007.39,0.05986884258540215,1543517574,0.54,11.31,7
43.1,Northeastern University,0.4,1007.4,0.058946850500220194,1543517574,0.54,11.14,8
43.32,South Station,0.38,1007.39,0.060648923732642857,1543517574,0.53,11.31,9
43.09,Theatre District,0.38,1007.39,0.06012676510938775,1543517574,0.54,11.27,10
43.1,West End,0.37,1007.39,0.06006712757790922,1543517574,0.54,11.29,11
44.85,Back Bay,1.0,1009.1,0.09394730538714668,1543266310,0.84,9.21,0
44.83,Beacon Hill,1.0,1009.11,0.09495975813770485,1543266310,0.85,9.24,1
44.85,Boston University,1.0,1009.1,0.0919201505419096,1543266310,0.84,9.06,2
44.67,Fenway,1.0,1009.1,0.09304813175947402,1543266310,0.85,9.12,3
45.27,Financial District,1.0,1009.11,0.09703321001332199,1543266310,0.83,9.34,4
44.82,Haymarket Square,1.0,1009.12,0.09651890821194797,1543266310,0.85,9.3,5
44.86,North End,1.0,1009.12,0.09666547166628447,1543266310,0.84,9.32,6
44.76,North Station,1.0,1009.12,0.09608429329581725,1543266310,0.85,9.26,7
44.67,Northeastern University,1.0,1009.09,0.09485190423490053,1543266310,0.85,9.19,8
45.24,South Station,1.0,1009.11,0.09804298691237534,1543266310,0.83,9.36,9
44.69,Theatre District,1.0,1009.11,0.09698368436315263,1543266310,0.85,9.3,10
44.71,West End,1.0,1009.12,0.09643791340737096,1543266310,0.85,9.25,11
40.9,West End,0.97,1014.43,-0.007597275833873596,1543220520,0.93,1.4,11
40.61,Beacon Hill,0.86,1014.17,0.0031838155054089157,1543207396,0.93,2.64,1
40.48,Financial District,0.86,1014.17,0.004245451956620627,1543207396,0.94,2.67,4
40.56,Haymarket Square,0.86,1014.17,0.0035374356169484145,1543207396,0.93,2.63,5
40.48,North Station,0.86,1014.17,0.0035301105978504665,1543207396,0.93,2.62,7
41.04,Back Bay,0.87,1014.39,-0.013246604245210847,1543203645,0.92,1.46,0
41.02,Beacon Hill,0.87,1014.39,-0.012512543258921482,1543203645,0.92,1.5,1
41.07,Boston University,0.86,1014.39,-0.014980111774889338,1543203645,0.92,1.36,2
40.95,Financial District,0.89,1014.35,-0.011036910800029887,1543203645,0.93,1.49,4
40.94,North Station,0.89,1014.35,-0.01192694500792868,1543203645,0.92,1.43,7
40.8,Theatre District,0.87,1014.39,-0.010405840318796322,1543203645,0.93,1.55,10
38.8,Back Bay,0.75,996.87,0.01328318472226897,1543452818,0.7,9.76,0
38.75,Beacon Hill,0.75,996.86,0.013607749071184116,1543452818,0.7,9.78,1
38.81,Boston University,0.75,996.88,0.011626811054270547,1543452818,0.7,9.63,2
38.67,Fenway,0.76,996.88,0.012980350987731981,1543452818,0.7,9.69,3
37.07,Financial District,0.75,996.85,0.014132089564242278,1543452818,0.75,9.87,4
38.75,Haymarket Square,0.74,996.85,0.014252978749340173,1543452818,0.7,9.82,5
38.77,North End,0.74,996.84,0.01471304720872979,1543452818,0.7,9.84,6
38.72,North Station,0.74,996.85,0.014031772142487853,1543452818,0.7,9.79,7
38.69,Northeastern University,0.74,997.01,0.014082814108675734,1543452818,0.71,9.72,8
37.03,South Station,0.75,996.85,0.014967173614181206,1543452818,0.75,9.88,9
38.64,Theatre District,0.75,996.86,0.015689748486835242,1543452818,0.7,9.84,10
38.72,West End,0.73,996.98,0.014004865795371302,1543452818,0.7,9.75,11
41.28,Back Bay,0.94,993.46,-0.007989334219516309,1543438928,0.63,8.45,0
41.26,Beacon Hill,0.93,993.45,-0.008303133269308205,1543438928,0.63,8.46,1
41.15,Boston University,0.94,993.48,-0.00956529266126438,1543438928,0.63,8.34,2
41.09,Fenway,0.94,993.48,-0.008753327476199502,1543438928,0.63,8.39,3
41.4,Financial District,0.93,993.44,-0.006375889394391265,1543438928,0.63,8.54,4
41.14,Haymarket Square,0.93,993.44,-0.0075044300011057885,1543438928,0.63,8.49,5
41.17,North End,0.92,993.43,-0.007721440400601409,1543438928,0.63,8.5,6
41.05,North Station,0.93,993.44,-0.00784178298839322,1543438928,0.63,8.46,7
41.31,South Station,0.93,993.45,-0.005596840785685231,1543438928,0.63,8.55,9
40.81,Theatre District,0.93,993.45,-0.006641658120727811,1543438928,0.64,8.51,10
40.99,West End,0.93,993.44,-0.006959211813594379,1543438928,0.64,8.46,11
54.76,Back Bay,0.65,999.87,1.3075334706513786e-05,1543852374,0.79,7.44,0
54.64,Beacon Hill,0.64,999.86,-0.0004943010157774097,1543852374,0.79,7.45,1
55.0,Fenway,0.66,999.87,0.0015461019197857695,1543852374,0.78,7.47,3
54.71,Financial District,0.63,999.86,-0.0006009255835266458,1543852374,0.79,7.44,4
54.82,Haymarket Square,0.63,999.86,-8.121946351025144e-05,1543852374,0.79,7.45,5
54.82,North End,0.62,999.86,-0.00047088496316405326,1543852374,0.79,7.45,6
54.9,North Station,0.63,999.86,0.00013887576228910348,1543852374,0.78,7.46,7
55.06,Northeastern University,0.66,999.87,0.0019534227942159532,1543852374,0.78,7.44,8
54.8,South Station,0.63,999.86,0.000175138719200163,1543852374,0.79,7.43,9
54.99,Theatre District,0.64,999.86,0.0008424993563238559,1543852374,0.78,7.43,10
54.89,West End,0.63,999.86,0.0005699267941139396,1543852374,0.78,7.45,11
48.26,Back Bay,0.99,1006.03,0.004,1543776774,0.94,4.04,0
48.2,Beacon Hill,0.99,1006.02,0.0039,1543776774,0.94,4.08,1
48.14,Boston University,0.99,1006.05,0.0059,1543776774,0.94,3.93,2
48.35,Fenway,0.99,1006.04,0.0059,1543776774,0.93,3.95,3
48.56,Financial District,0.99,1006.01,0.003,1543776774,0.93,4.14,4
48.31,Haymarket Square,0.99,1006.02,0.003,1543776774,0.94,4.13,5
48.33,North End,0.99,1006.01,0.003,1543776774,0.94,4.14,6
48.34,North Station,0.99,1006.02,0.003,1543776774,0.94,4.11,7
48.46,Northeastern University,0.99,1006.04,0.0049,1543776774,0.93,4.0,8
48.86,South Station,0.99,1005.88,0.003,1543776774,0.93,3.95,9
48.45,Theatre District,0.99,1006.02,0.003,1543776774,0.93,4.11,10
48.64,West End,0.99,1005.89,0.003,1543776774,0.94,3.93,11
42.69,Back Bay,1.0,1016.13,0.002,1544985901,0.75,9.84,0
42.58,Beacon Hill,1.0,1016.14,0.003,1544985901,0.75,9.85,1
42.78,Boston University,0.99,1016.13,0.04305239885144374,1544985901,0.75,9.71,2
42.97,Fenway,0.99,1016.12,0.044225250642952574,1544985901,0.74,9.78,3
43.29,Financial District,1.0,1016.14,0.003,1544985901,0.73,9.95,4
42.7,Haymarket Square,1.0,1016.15,0.004,1544985901,0.75,9.89,5
42.68,North End,1.0,1016.15,0.004,1544985901,0.75,9.91,6
42.82,North Station,1.0,1016.15,0.005,1544985901,0.75,9.85,7
42.98,Northeastern University,1.0,1016.12,0.04663023552740242,1544985901,0.74,9.85,8
43.36,South Station,1.0,1016.14,0.002,1544985901,0.73,9.97,9
42.88,Theatre District,1.0,1016.13,0.002,1544985901,0.75,9.92,10
42.8,West End,1.0,1016.15,0.004,1544985901,0.75,9.85,11
44.49,Boston University,1.0,1014.08,0.03804626730143923,1543248308,0.89,4.15,2
44.88,Financial District,1.0,1014.11,0.042323780969439895,1543248308,0.87,4.4,4
44.74,Haymarket Square,1.0,1014.11,0.04166517167871575,1543248308,0.88,4.34,5
44.95,Northeastern University,1.0,1014.08,0.041234083024107804,1543248308,0.87,4.29,8
44.95,South Station,1.0,1014.1,0.04348638196009347,1543248308,0.87,4.42,9
44.77,West End,1.0,1014.11,0.04201052021413432,1543248308,0.88,4.3,11
45.51,Back Bay,0.92,1001.11,-0.06479845737304402,1543827174,0.94,2.7,0
45.43,Beacon Hill,0.92,1001.11,-0.06386987252906806,1543827174,0.94,2.76,1
45.47,Boston University,0.92,1001.11,-0.06690304313853801,1543827174,0.94,2.55,2
45.46,Fenway,0.92,1001.11,-0.0663049595412275,1543827174,0.94,2.58,3
45.47,Financial District,0.92,1001.11,-0.06178478250761543,1543827174,0.94,2.86,4
45.42,Haymarket Square,0.92,1001.11,-0.062196140544870104,1543827174,0.94,2.83,5
45.44,North End,0.92,1001.11,-0.061539983757356254,1543827174,0.94,2.86,6
45.37,North Station,0.92,1001.11,-0.0624560626118722,1543827174,0.94,2.8,7
45.49,Northeastern University,0.92,1001.11,-0.06440236066653426,1543827174,0.94,2.65,8
45.48,South Station,0.92,1001.11,-0.061008244926384236,1543827174,0.94,2.86,9
45.43,Theatre District,0.92,1001.11,-0.06188560832076462,1543827174,0.94,2.8,10
45.35,West End,0.92,1001.11,-0.06219970442914757,1543827174,0.94,2.78,11
44.98,Back Bay,0.96,988.43,-0.07058789878318805,1543324520,0.91,4.16,0
44.99,Beacon Hill,0.96,988.41,-0.06925593054866397,1543324520,0.91,4.24,1
44.84,Boston University,0.96,988.44,-0.07315597887837555,1543324520,0.91,3.99,2
44.76,Fenway,0.96,988.45,-0.07225967250819565,1543324520,0.92,4.02,3
45.36,Financial District,0.96,988.41,-0.06676967399020839,1543324520,0.9,4.35,4
45.06,Haymarket Square,0.96,988.4,-0.06715741969490807,1543324520,0.91,4.33,5
45.11,North End,0.96,988.4,-0.06644318971719088,1543324520,0.91,4.36,6
45.01,North Station,0.96,988.4,-0.06741734176192438,1543324520,0.91,4.3,7
44.83,Northeastern University,0.96,988.45,-0.07027964271323128,1543324520,0.92,4.09,8
45.33,South Station,0.96,988.42,-0.06618514923921737,1543324520,0.9,4.34,9
44.94,Theatre District,0.96,988.42,-0.06693472810736978,1543324520,0.92,4.28,10
44.95,West End,0.96,988.41,-0.06735299640943992,1543324520,0.91,4.27,11
45.7,Fenway,0.99,1021.68,0.01784897440680311,1544870702,0.91,5.51,3
46.75,South Station,0.99,1021.66,0.022015086349085777,1544870702,0.88,5.67,9
41.32,Beacon Hill,0.92,991.49,-0.0040889295678567805,1543424528,0.63,9.23,1
41.36,Boston University,0.91,991.51,-0.005096333324303259,1543424528,0.63,9.18,2
41.41,Financial District,0.92,991.49,-0.003149731848452575,1543424528,0.63,9.25,4
41.38,Haymarket Square,0.92,991.49,-0.0032117041874641927,1543424528,0.63,9.24,5
41.39,North End,0.92,991.49,-0.002885575368111404,1543424528,0.63,9.25,6
41.53,Northeastern University,0.91,991.51,-0.0037856044088755425,1543424528,0.62,9.21,8
41.47,Theatre District,0.92,991.49,-0.002280304765690744,1543424528,0.63,9.24,10
41.4,West End,0.92,991.49,-0.002419708024973488,1543424528,0.63,9.23,11
38.5,Beacon Hill,0.55,997.78,0.01301274040703504,1543456791,0.7,10.24,1
38.53,Boston University,0.55,997.81,0.010082471694701667,1543456791,0.7,10.03,2
38.4,Fenway,0.55,997.81,0.010758932769306284,1543456791,0.7,10.08,3
38.47,Financial District,0.55,997.77,0.015076908227968033,1543456791,0.7,10.35,4
38.5,Haymarket Square,0.55,997.77,0.014509741793162334,1543456791,0.7,10.3,5
38.53,North End,0.55,997.76,0.015144503101666373,1543456791,0.7,10.33,6
38.46,North Station,0.55,997.77,0.014269177456228022,1543456791,0.7,10.27,7
38.37,Northeastern University,0.55,997.8,0.012659967173590303,1543456791,0.7,10.16,8
38.42,South Station,0.55,997.77,0.01589263454785339,1543456791,0.7,10.36,9
